device,VIN,data_collector,time_sensor,time_session,voltage_control_module,engine_load,coolant_temperature,intake_manifold_absolut_pressure,rpm,speed,acceleration_x,acceleration_y,acceleration_z,magnitude,latitude,longitude,fuel_pressure,timing_advance,intake_air_temperature,mass_air_flow,throttle_position,fuel_level,engine_oil_temperature,radar_area,cloud_quantity,teda_time,teda_flag,fuel_model_prediction,air_fuel_ratio,other_info,city_road_label,city_road_prob,coolant_temp,distance_traveled_with_MIL_on,driver_behaviour_label,ethanol_percentage,fuel_model_prediction_prob,fuel_rail_gauge_pressure,long_term_fuel_trim_bank_1,runtime_since_engine_start,short_term_fuel_trim_bank_1
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:36.921609,2026-08-12T16:45:15.909169,13.78,13.0,,49.0,986.0,0.0,1.213077392578125,1.180594940185547,9.535171508789062,9.684258199531781,-5.843805641263993,-35.19820053394552,,1.5,37.0,,15.0,63.14,,161.91500000000002,,,0,Gasolina,,,0.0,0.9333333333333333,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:37.922029,2026-08-12T16:45:15.909169,13.78,13.0,,49.0,986.0,0.0,1.4061758422851562,1.2701087951660157,9.856403503417969,10.03689179343757,-5.843805641263691,-35.19820053394546,,4.5,37.0,,15.0,63.14,,161.91500000000002,,,0,Gasolina,,,0.0,1.0,80.0,0.0,0,29.8,0.97,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:38.920995,2026-08-12T16:45:15.909169,13.78,13.0,,49.0,976.0,0.0,1.478924560546875,1.2834310913085938,9.475445709228516,9.675664556528583,-5.843805641264339,-35.19820053394552,,2.0,37.0,,15.0,63.14,,161.91500000000002,,,0,Gasolina,,,0.0,0.9333333333333333,80.0,0.0,0,29.8,0.99,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:39.921471,2026-08-12T16:45:15.909169,13.78,13.0,,49.0,983.0,0.0,1.2317884826660157,1.4271322631835939,9.610914001464844,9.79406337054244,-5.843805641263938,-35.19820053394546,,1.5,37.0,,15.0,63.14,,161.91500000000002,,,0,Gasolina,,,0.0,0.9333333333333333,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:40.921114,2026-08-12T16:45:15.909169,13.78,13.0,,48.0,978.0,0.0,1.3605207824707033,1.2202624511718752,9.620793457031251,9.792840445556642,-5.843805908979075,-35.19819815702935,,4.5,37.0,,15.0,63.14,,161.91500000000002,,,0,Gasolina,,,0.0,1.0,80.0,0.0,0,29.8,0.97,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:41.921903,2026-08-12T16:45:15.909169,13.78,13.0,,48.0,979.0,0.0,1.3153147888183594,1.4097683715820313,9.6710888671875,9.861412664128569,-5.843805906811639,-35.198198176273166,,2.0,37.0,,15.0,63.14,,161.91500000000002,,,0,Gasolina,,,0.0,0.9333333333333333,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:42.921902,2026-08-12T16:45:15.909169,13.78,13.0,,64.0,994.0,0.0,1.1945159912109375,1.0689271545410157,9.417067108154297,9.552519386761555,-5.843805944090046,-35.198197845295944,,2.0,37.0,,15.0,63.14,,161.91500000000002,,,0,Gasolina,,,0.0,0.9333333333333333,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:43.920971,2026-08-12T16:45:15.909169,13.78,25.0,,79.0,963.0,0.0,1.2581336975097657,1.2937596130371094,9.63755859375,9.805062467169702,-5.8438059878710416,-35.19819745658181,,-15.0,37.0,,18.0,63.14,,349.25,,,0,Gasolina,,,0.0,0.7333333333333333,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:44.922029,2026-08-12T16:45:15.909169,13.78,16.0,,57.0,963.0,0.0,1.2973521423339844,1.1928694152832031,9.24043441772461,9.407002086286907,-5.843806012535145,-35.198197237600915,,-10.5,37.0,,16.0,63.14,,205.04000000000002,,,0,Gasolina,,,0.0,0.9,80.0,0.0,0,29.8,0.98,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:45.921200,2026-08-12T16:45:15.909169,13.78,15.0,,57.0,988.0,0.0,1.1527528381347656,1.2898677062988282,9.732461242675782,9.885008833873979,-5.843806012534877,-35.19819723760086,,-2.5,37.0,,15.0,63.14,,186.60000000000002,,,0,Gasolina,,,0.0,0.8666666666666667,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:46.921904,2026-08-12T16:45:15.909169,13.78,15.0,,51.0,994.0,0.0,1.3796809387207032,1.1931687927246095,9.551637268066406,9.724245254070684,-5.843806012535245,-35.198197237600915,,-2.5,37.0,,15.0,63.14,,186.60000000000002,,,0,Gasolina,,,0.0,0.8666666666666667,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:47.921467,2026-08-12T16:45:15.909169,13.78,14.0,,50.0,983.0,0.0,1.0505154418945313,1.3054353332519533,9.46362030029297,9.610819595179107,-5.8438060125350475,-35.19819723760086,,-1.0,38.0,,15.0,63.14,,174.57999999999998,,,0,Gasolina,,,0.0,0.8666666666666667,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:48.921074,2026-08-12T16:45:15.909169,13.78,13.0,,49.0,976.0,0.0,1.3895603942871095,1.0820997619628907,9.668993225097656,9.828084654254656,-5.843806012535335,-35.198197237600915,,10.5,38.0,,15.0,63.14,,161.395,,,0,Gasolina,,,0.0,1.0,80.0,0.0,0,29.8,0.98,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:49.923091,2026-08-12T16:45:15.909169,13.78,22.0,,80.0,909.0,0.0,0.8837622070312501,1.610500946044922,10.03558090209961,10.202334682727026,-5.8438060125351345,-35.19819723760086,,10.5,38.0,,15.0,63.14,,272.36,,,0,Gasolina,,,1.0,0.5666666666666667,80.0,0.0,0,29.8,0.98,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:50.923963,2026-08-12T16:45:15.909169,13.78,34.0,,106.0,909.0,1.0,0.4333488464355469,1.88009033203125,9.701176300048829,9.891175485448302,-5.843805866000117,-35.19819853862639,,-14.5,38.0,,55.0,63.14,,1121.575,,,0,Gasolina,,,0.0,0.8,80.0,0.0,0,29.8,0.98,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:51.924256,2026-08-12T16:45:15.909169,13.78,37.0,,106.0,914.0,4.0,1.3400134277343752,1.990111541748047,9.334738311767579,9.638128411900759,-5.843805032294109,-35.198205940746945,,-20.5,38.0,,24.0,63.14,,679.37,,,0,Gasolina,,,0.0,0.5666666666666667,80.0,0.0,0,29.8,0.98,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:52.920112,2026-08-12T16:45:15.909169,13.78,37.0,,82.0,1207.0,8.0,1.415306854248047,1.3820759582519533,9.395511932373047,9.601503627944108,-5.843786697386211,-35.198220268272166,,2.0,38.0,,20.0,63.14,,811.575,,,0,Gasolina,,,0.0,0.6,80.0,0.0,0,29.8,0.98,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:53.921911,2026-08-12T16:45:15.909169,13.78,25.0,,69.0,1683.0,11.0,0.6541397094726563,1.895508270263672,9.830657043457032,10.033078703380049,-5.843791819429146,-35.198241377139325,,18.0,38.0,,20.0,63.14,,662.9399999999999,,,0,Gasolina,,,0.0,0.8666666666666667,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:54.921894,2026-08-12T16:45:15.909169,13.78,20.0,,60.0,2000.0,14.0,-4.860991516113281,5.956563262939453,9.296268310546875,12.06360182229185,-5.843794656805222,-35.19827165941113,,19.5,38.0,,19.0,63.14,,663.0,,,0,Gasolina,,,0.0,0.7666666666666667,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:55.922122,2026-08-12T16:45:15.909169,13.78,22.0,,66.0,2381.0,17.0,-0.021405487060546877,8.016280059814454,5.117707672119141,9.510632787019077,-5.843796612446135,-35.19830711453333,,19.5,38.0,,21.0,63.14,,873.795,,,0,Gasolina,,,0.0,0.8,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:56.920105,2026-08-12T16:45:15.909169,13.78,26.0,,76.0,1757.0,17.0,0.33290771484375004,8.179291076660157,5.9145007324218755,10.09915585468181,-5.843793200044469,-35.19834640212036,,5.0,38.0,,21.0,63.14,,963.415,,,0,Gasolina,,,0.0,0.9333333333333333,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:57.921919,2026-08-12T16:45:15.909169,13.78,20.0,,62.0,1757.0,20.0,0.7849676513671875,8.606352996826173,3.950285339355469,9.502117678812366,-5.8437863502043665,-35.19839602701254,,18.0,39.0,,18.0,63.14,,711.4000000000001,,,0,Gasolina,,,0.0,0.8,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:58.921022,2026-08-12T16:45:15.909169,13.78,20.0,,62.0,1879.0,22.0,0.7866142272949219,8.535101165771485,4.933889923095704,9.889893003757011,-5.843780970135472,-35.19845155580303,,18.5,39.0,,20.0,63.14,,814.59,,,0,Gasolina,,,0.0,0.8,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:45:59.921251,2026-08-12T16:45:15.909169,13.78,21.0,,68.0,2009.0,24.0,0.019010467529296877,8.324788513183595,5.046605529785157,9.735024014370346,-5.843775854852457,-35.19851038203285,,19.5,39.0,,20.0,63.14,,833.985,,,0,Gasolina,,,0.0,0.8,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:46:00.921135,2026-08-12T16:45:15.909169,13.78,20.0,,63.0,2129.0,26.0,0.6990463256835938,8.487051086425781,5.495222625732422,10.13489879650578,-5.843770279172591,-35.1985721145438,,20.0,39.0,,20.0,63.14,,881.9799999999999,,,0,Gasolina,,,0.0,0.8,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:46:01.921753,2026-08-12T16:45:15.909169,13.78,18.0,,60.0,2223.0,27.0,0.5760021972656251,8.85154312133789,5.191504211425782,10.277806679316875,-5.843763955271631,-35.198636355759426,,20.0,39.0,,19.0,63.14,,886.38,,,0,Gasolina,,,0.0,0.8666666666666667,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:46:02.921716,2026-08-12T16:45:15.909169,13.78,20.0,,61.0,2324.0,27.0,0.6210585021972657,8.589887237548828,5.423521728515626,10.177743578840886,-5.843757647887945,-35.19870442701699,,21.0,39.0,,20.0,63.14,,992.405,,,0,Gasolina,,,0.0,0.8333333333333334,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:46:03.921225,2026-08-12T16:45:15.909169,13.78,22.0,,75.0,2324.0,28.0,0.619112548828125,8.609646148681641,5.024301910400391,9.987638201320575,-5.843750142398975,-35.19877484874053,,20.0,39.0,,20.0,63.14,,1081.0,,,0,Gasolina,,,0.0,0.7666666666666667,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:46:04.921941,2026-08-12T16:45:15.909169,13.78,23.0,,75.0,1609.0,30.0,0.3251239013671875,8.662186889648439,5.523364105224609,10.278459918748585,-5.843743813568791,-35.198847007349734,,15.5,39.0,,20.0,63.14,,956.385,,,0,Gasolina,,,0.0,0.7666666666666667,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:46:05.921087,2026-08-12T16:45:15.909169,13.78,23.0,,67.0,1561.0,30.0,0.6697073364257813,8.976383514404297,5.742957458496094,10.677337181349461,-5.843737214015515,-35.19892383391317,,16.5,39.0,,15.0,63.14,,811.165,,,0,Gasolina,,,0.0,0.8,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:46:06.921936,2026-08-12T16:45:15.909169,13.78,13.0,,40.0,1462.0,30.0,0.41164398193359375,7.762557678222657,6.248905334472656,9.973744048991657,-5.843730406627473,-35.198999565627275,,20.0,39.0,,15.0,63.14,,658.115,,,0,Gasolina,,,0.0,0.9333333333333333,80.0,0.0,0,29.8,1.0,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:46:07.921920,2026-08-12T16:45:15.909169,13.78,9.0,,29.0,1387.0,29.0,1.0017169189453126,7.971223754882813,6.043682098388672,10.053354576582537,-5.843721308276321,-35.19907576843924,,1.5,39.0,,13.0,63.14,,510.53000000000003,,,0,Gasolina,,,0.0,0.9666666666666667,80.0,0.0,0,29.8,0.99,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:46:08.921130,2026-08-12T16:45:15.909169,13.78,7.0,,27.0,1350.0,27.0,0.5117857360839844,7.241341552734375,6.165528717041016,9.524321313546386,-5.843715730561956,-35.19914865621308,,1.5,39.0,,13.0,63.14,,483.66,,,0,Gasolina,,,0.0,0.9333333333333333,80.0,0.0,0,29.8,0.99,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:46:09.921054,2026-08-12T16:45:15.909169,13.78,6.0,,26.0,1281.0,27.0,1.2585827636718752,7.58023681640625,6.057303771972657,9.784423833408223,-5.843709075139277,-35.19921773440654,,-6.0,39.0,,13.0,63.14,,437.25,,,0,Gasolina,,,0.0,0.8666666666666667,80.0,0.0,0,29.8,0.98,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:46:10.921032,2026-08-12T16:45:15.909169,13.78,6.0,,27.0,1281.0,26.0,0.6536906433105469,7.199728088378906,5.967191162109375,9.373940813174583,-5.843702859073536,-35.19928450093315,,-4.0,39.0,,13.0,63.14,,437.25,,,0,Gasolina,,,0.0,0.8666666666666667,80.0,0.0,0,29.8,0.99,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:46:11.921373,2026-08-12T16:45:15.909169,13.78,7.0,,27.0,1189.0,25.0,0.939895477294922,6.795867919921875,7.013215942382812,9.810831878477744,-5.843696515157854,-35.19934862932255,,-3.0,39.0,,13.0,63.14,,398.24,,,0,Gasolina,,,0.0,0.9333333333333333,80.0,0.0,0,29.8,0.99,12870.0,3.91,510.0,0.78
F666D60A-75B1-428D-A08C-B318AA253AFC,9BWAH5BZ6KP538191,App2Car,2026-08-12T16:46:12.921120,2026-08-12T16:45:15.909169,13.78,7.0,,28.0,1082.0,20.0,0.6768923950195312,7.260801086425782,6.923851776123048,10.05570182278688,-5.843690707995571,-35.19940799554933,,-5.5,39.0,,12.0,63.14,,308.07,,,0,Gasolina,,,0.0,0.9666666666666667,80.0,0.0,0,29.8,0.98,12870.0,3.91,510.0,0.78
